Date,State Name,DistrictName,Average Soilmoisture Level (at 15cm),Average SoilMoisture Volume (at 15cm),Aggregate Soilmoisture Percentage (at 15cm),Volume Soilmoisture percentage (at 15cm)
2020/05/01,TAMILNADU,CHENNAI,0.02,13.95,0.33,20.57384049
2020/05/01,TAMILNADU,THIRUVALLUR,0.01,537.63,0.12,31.31329655
2020/05/01,TAMILNADU,SALEM,0,789.52,0,28.40343619
2020/05/01,TAMILNADU,MADURAI,0,714.76,0,35.81293478
2020/05/01,TAMILNADU,PUDUKKOTTAI,0.43,533.98,2.73,21.30643609
2020/06/28,TAMILNADU,THENI,0.29,600.17,2.58,38.94041165
2020/06/28,TAMILNADU,COIMBATORE,1.24,965.75,10.13,38.71840477
2020/06/28,TAMILNADU,KARUR,0.05,547.36,0.39,35.28182504
2020/06/28,TAMILNADU,VIRUDUNAGAR,0.07,882.26,0.47,38.06379958
2020/06/28,TAMILNADU,NAGAPPATTINAM,0.27,438.81,3.78,32.92153395
2020/06/28,TAMILNADU,NAMAKKAL,0.58,655.64,4.73,36.03902039
2020/06/28,TAMILNADU,CUDDALORE,0.15,711.02,1.89,36.0242644
2020/06/28,TAMILNADU,TIRUPPUR,0.75,961.8,4.54,34.47577611
2020/06/28,TAMILNADU,THE NILGIRIS,0.02,578.11,0.18,42.41881837
2020/06/28,TAMILNADU,THANJAVUR,0.53,627.31,4.16,34.43753256
2020/06/28,TAMILNADU,THOOTHUKKUDI,0.05,841.02,0.79,33.32690961
2020/06/28,TAMILNADU,DHARMAPURI,0.73,877.34,4.07,36.56506833
2020/06/28,TAMILNADU,ERODE,1.05,1115.02,6.01,36.27575993
2020/06/28,TAMILNADU,KANNIYAKUMARI,0,356.53,0,38.53059148
2020/06/28,TAMILNADU,DINDIGUL,0.72,1187.78,4.16,36.37114008
2020/06/28,TAMILNADU,VILUPPURAM,0.31,1440.29,2.76,37.7014356
2020/06/28,TAMILNADU,TIRUVANNAMALAI,0.08,1287.97,0.46,39.29450802
2020/06/28,TAMILNADU,RAMANATHAPURAM,0.28,758.23,3.33,34.47406248
2020/06/28,TAMILNADU,SIVAGANGA,0.05,807.08,0.46,35.13650119
2020/06/28,TAMILNADU,ARIYALUR,0.06,366.76,0.47,35.14413284
2020/06/28,TAMILNADU,KANCHEEPURAM,0.06,745.04,0.59,30.46001301
2020/06/28,TAMILNADU,VELLORE,0.38,1228.56,2.18,38.29345607
2020/06/28,TAMILNADU,KRISHNAGIRI,0.94,1054.68,5.29,38.71667562
2020/06/28,TAMILNADU,TIRUCHIRAPPALLI,0.83,899.95,6.29,37.23715672
2020/06/28,TAMILNADU,PERAMBALUR,0.33,386.29,1.82,41.22746078
2020/06/28,TAMILNADU,THIRUVARUR,0.07,446.56,1.01,36.60971339
2020/06/28,TAMILNADU,TIRUNELVELI,0.25,1200.8,2.27,32.38830793
2020/06/28,TAMILNADU,CHENNAI,0.1,17.56,1.66,25.89851598
2020/06/28,TAMILNADU,THIRUVALLUR,0.31,595.85,2.21,34.70419422
2020/06/28,TAMILNADU,SALEM,0.61,1013.16,4.07,36.4489927
2020/06/28,TAMILNADU,MADURAI,0.08,783.17,0.72,39.24046374
2020/06/28,TAMILNADU,PUDUKKOTTAI,0.78,816.75,5.53,32.58916384
2020/06/27,TAMILNADU,THENI,0.42,621.17,3.67,40.30320754
2020/06/27,TAMILNADU,COIMBATORE,1.17,928.99,9.78,37.24474966
2020/06/27,TAMILNADU,KARUR,0.05,550.68,0.41,35.49556037
2020/06/27,TAMILNADU,VIRUDUNAGAR,0.08,905.98,0.57,39.08696194
2020/06/27,TAMILNADU,NAGAPPATTINAM,0.32,452.86,4.3,33.97537982
2020/06/27,TAMILNADU,NAMAKKAL,0.34,612.39,2.72,33.66169262
2020/06/27,TAMILNADU,CUDDALORE,0.15,715.53,1.87,36.25301685
2020/06/27,TAMILNADU,TIRUPPUR,0.8,937.22,4.9,33.59465361
2020/06/27,TAMILNADU,THE NILGIRIS,0,535.5,0.04,39.29245683
2020/06/27,TAMILNADU,THANJAVUR,0.57,643.63,4.51,35.33360849
2020/06/27,TAMILNADU,THOOTHUKKUDI,0.06,863.79,0.96,34.22940686
2020/06/27,TAMILNADU,DHARMAPURI,0.58,859.25,3.22,35.81115987
2020/06/27,TAMILNADU,ERODE,0.66,1039.4,3.62,33.81581924
2020/06/27,TAMILNADU,KANNIYAKUMARI,0,365.4,0.01,39.48888973
2020/06/27,TAMILNADU,DINDIGUL,0.93,1232.32,5.46,37.7349346
2020/06/27,TAMILNADU,VILUPPURAM,0.27,1414.57,2.42,37.02812233
2020/06/27,TAMILNADU,TIRUVANNAMALAI,0.07,1261.4,0.39,38.4837443
2020/06/27,TAMILNADU,RAMANATHAPURAM,0.3,779.66,3.52,35.44809768
2020/06/27,TAMILNADU,SIVAGANGA,0.09,845.65,0.85,36.81586513
2020/06/27,TAMILNADU,ARIYALUR,0.08,370.97,0.6,35.54726662
2020/06/27,TAMILNADU,KANCHEEPURAM,0.06,757.27,0.65,30.96019572
2020/06/27,TAMILNADU,VELLORE,0.25,1176.11,1.48,36.65876244
2020/06/27,TAMILNADU,KRISHNAGIRI,0.64,1003.03,3.57,36.82067865
2020/06/27,TAMILNADU,TIRUCHIRAPPALLI,0.88,912.04,6.65,37.73736378
2020/06/27,TAMILNADU,PERAMBALUR,0.31,379.61,1.7,40.51410325
2020/06/27,TAMILNADU,THIRUVARUR,0.07,456.11,1.06,37.39270011
2020/06/27,TAMILNADU,TIRUNELVELI,0.3,1241.6,2.72,33.48871562
2020/06/27,TAMILNADU,CHENNAI,0.1,18.6,1.66,27.42517653
2020/06/27,TAMILNADU,THIRUVALLUR,0.36,610.31,2.66,35.54651473
2020/06/27,TAMILNADU,SALEM,0.39,955.18,2.56,34.36330374
2020/06/27,TAMILNADU,MADURAI,0.11,814.75,1,40.82266916
2020/06/27,TAMILNADU,PUDUKKOTTAI,0.82,848.88,5.9,33.87109945
2020/06/26,TAMILNADU,THENI,0.59,637.72,5.04,41.37665928
2020/06/26,TAMILNADU,COIMBATORE,1.43,965.43,11.84,38.70529317
2020/06/26,TAMILNADU,KARUR,0.07,578.83,0.53,37.30995059
2020/06/26,TAMILNADU,VIRUDUNAGAR,0.09,936.14,0.65,40.38812089
2020/06/26,TAMILNADU,NAGAPPATTINAM,0.39,474.28,4.93,35.58243559
2020/06/26,TAMILNADU,NAMAKKAL,0.51,647.62,4.19,35.59812538
2020/06/26,TAMILNADU,CUDDALORE,0.2,747.76,2.31,37.88605669
2020/06/26,TAMILNADU,TIRUPPUR,1,983.72,6.13,35.26131217
2020/06/26,TAMILNADU,THE NILGIRIS,0.01,553.21,0.15,40.59202315
2020/06/26,TAMILNADU,THANJAVUR,0.63,668.82,5.07,36.71613565
2020/06/26,TAMILNADU,THOOTHUKKUDI,0.07,890.18,1.14,35.27491469
2020/06/26,TAMILNADU,DHARMAPURI,0.69,889.35,3.8,37.06583159
2020/06/26,TAMILNADU,ERODE,0.89,1085.83,4.98,35.32612025
2020/06/26,TAMILNADU,KANNIYAKUMARI,0,374.22,0.01,40.44215832
2020/06/26,TAMILNADU,DINDIGUL,1.19,1289.64,7.08,39.49006555
2020/06/26,TAMILNADU,VILUPPURAM,0.4,1481.38,3.51,38.77681682
2020/06/26,TAMILNADU,TIRUVANNAMALAI,0.12,1315.35,0.74,40.12980372
2020/06/26,TAMILNADU,RAMANATHAPURAM,0.31,805.39,3.73,36.61811374
2020/06/26,TAMILNADU,SIVAGANGA,0.14,889.86,1.39,38.74042368
2020/06/26,TAMILNADU,ARIYALUR,0.11,387.53,0.86,37.13402126
2020/06/26,TAMILNADU,KANCHEEPURAM,0.09,783.36,0.89,32.02684357
2020/06/26,TAMILNADU,VELLORE,0.28,1205.75,1.67,37.58263303
2020/06/26,TAMILNADU,KRISHNAGIRI,0.74,1023.33,4.13,37.56590438
2020/06/26,TAMILNADU,TIRUCHIRAPPALLI,1.06,961.98,8.21,39.80345922
2020/06/26,TAMILNADU,PERAMBALUR,0.43,398.56,2.39,42.53697429
2020/06/26,TAMILNADU,THIRUVARUR,0.08,471.4,1.11,38.64589524
2020/06/26,TAMILNADU,TIRUNELVELI,0.36,1285.86,3.2,34.68256811
2020/06/26,TAMILNADU,CHENNAI,0.11,20.06,1.83,29.58987793
2020/06/26,TAMILNADU,THIRUVALLUR,0.38,618.14,2.84,36.00231947
2020/06/26,TAMILNADU,SALEM,0.58,1007.77,3.82,36.25508142
2020/06/26,TAMILNADU,MADURAI,0.18,852.83,1.5,42.7308704
2020/06/26,TAMILNADU,PUDUKKOTTAI,0.87,894.51,6.41,35.69201174
2020/06/25,TAMILNADU,THENI,0.81,665.29,6.8,43.16541032
2020/06/25,TAMILNADU,COIMBATORE,1.74,1012.27,14.19,40.58331775
2020/06/25,TAMILNADU,KARUR,0.47,622.66,2.94,40.13520269
2020/06/25,TAMILNADU,VIRUDUNAGAR,0.11,974.64,0.79,42.04941542
2020/06/25,TAMILNADU,NAGAPPATTINAM,0.57,518.1,6.59,38.87035486
2020/06/25,TAMILNADU,NAMAKKAL,1.02,708.31,8.34,38.93392776
2020/06/25,TAMILNADU,CUDDALORE,0.36,796.74,3.74,40.36735171
2020/06/25,TAMILNADU,TIRUPPUR,1.43,1044.98,8.6,37.45725344
2020/06/25,TAMILNADU,THE NILGIRIS,0.02,589.86,0.27,43.28119207
2020/06/25,TAMILNADU,THANJAVUR,0.72,705.09,5.91,38.70746701
2020/06/25,TAMILNADU,THOOTHUKKUDI,0.08,925.47,1.25,36.67335275
2020/06/25,TAMILNADU,DHARMAPURI,1.14,976.56,6.35,40.70025563
2020/06/25,TAMILNADU,ERODE,1.52,1173.85,8.9,38.18975817
2020/06/25,TAMILNADU,KANNIYAKUMARI,0,380.13,0.02,41.08076676
2020/06/25,TAMILNADU,DINDIGUL,1.41,1351.17,8.33,41.37442131
2020/06/25,TAMILNADU,VILUPPURAM,0.65,1572.52,5.52,41.16265997
2020/06/25,TAMILNADU,TIRUVANNAMALAI,0.23,1384.7,1.45,42.24574073
2020/06/25,TAMILNADU,RAMANATHAPURAM,0.34,838.8,4.1,38.13734321
2020/06/25,TAMILNADU,SIVAGANGA,0.17,928.07,1.72,40.4040331
2020/06/25,TAMILNADU,ARIYALUR,0.32,416.05,2.86,39.86655733
2020/06/25,TAMILNADU,KANCHEEPURAM,0.13,819.19,1.27,33.49191769
2020/06/25,TAMILNADU,VELLORE,0.42,1271.4,2.53,39.62877231
2020/06/25,TAMILNADU,KRISHNAGIRI,1.18,1092.61,6.62,40.1091141
2020/06/25,TAMILNADU,TIRUCHIRAPPALLI,1.25,1008.4,9.75,41.7244587
2020/06/25,TAMILNADU,PERAMBALUR,0.59,422.45,3.28,45.08620104
2020/06/25,TAMILNADU,THIRUVARUR,0.1,496.25,1.32,40.68370633
2020/06/25,TAMILNADU,TIRUNELVELI,0.44,1340.69,3.82,36.16142917
2020/06/25,TAMILNADU,CHENNAI,0.24,21.52,3.22,31.73379327
2020/06/25,TAMILNADU,THIRUVALLUR,0.6,650.86,4.61,37.90831816
2020/06/25,TAMILNADU,SALEM,1.18,1117.18,8.04,40.19128181
2020/06/25,TAMILNADU,MADURAI,0.22,884.68,1.84,44.32653193
2020/06/25,TAMILNADU,PUDUKKOTTAI,0.91,930.84,6.78,37.14136191
2020/06/24,TAMILNADU,THENI,0.7,661.04,5.89,42.88970242
2020/06/24,TAMILNADU,COIMBATORE,1.47,967.41,12.09,38.78467606
2020/06/24,TAMILNADU,KARUR,0.14,539.77,0.91,34.79250085
2020/06/24,TAMILNADU,VIRUDUNAGAR,0.11,1011.13,0.79,43.62340856
2020/06/24,TAMILNADU,NAGAPPATTINAM,0.44,499.46,5.41,37.4719879
2020/06/24,TAMILNADU,NAMAKKAL,0.84,674.1,7.05,37.05386857
2020/06/24,TAMILNADU,CUDDALORE,0.25,776.78,2.77,39.35620718
2020/06/24,TAMILNADU,TIRUPPUR,0.68,970.61,4.37,34.79133023
2020/06/24,TAMILNADU,THE NILGIRIS,0.02,593.07,0.22,43.51636387
2020/06/24,TAMILNADU,THANJAVUR,0.66,715.45,5.42,39.2758726
2020/06/24,TAMILNADU,THOOTHUKKUDI,0.09,945.95,1.31,37.48489145
2020/06/24,TAMILNADU,DHARMAPURI,0.86,903.88,4.74,37.67117418
2020/06/24,TAMILNADU,ERODE,1.33,1151.61,7.95,37.46636576
2020/06/24,TAMILNADU,KANNIYAKUMARI,0,376.65,0.03,40.70516143
2020/06/24,TAMILNADU,DINDIGUL,0.97,1275.65,5.68,39.06196963
2020/06/24,TAMILNADU,VILUPPURAM,0.44,1550.44,3.98,40.58451748
2020/06/24,TAMILNADU,TIRUVANNAMALAI,0.23,1413.24,1.48,43.11647133
2020/06/24,TAMILNADU,RAMANATHAPURAM,0.36,866.9,4.29,39.4148271
2020/06/24,TAMILNADU,SIVAGANGA,0.19,945.13,1.89,41.14668183
2020/06/24,TAMILNADU,ARIYALUR,0.18,422.79,1.58,40.51267327
2020/06/24,TAMILNADU,KANCHEEPURAM,0.14,824.89,1.31,33.72466196
2020/06/24,TAMILNADU,VELLORE,0.48,1307.06,2.84,40.74052931
2020/06/24,TAMILNADU,KRISHNAGIRI,1.01,1071.71,5.65,39.34197909
2020/06/24,TAMILNADU,TIRUCHIRAPPALLI,0.56,899.36,3.99,37.2127331
2020/06/24,TAMILNADU,PERAMBALUR,0.55,418.18,3.06,44.63057731
2020/06/24,TAMILNADU,THIRUVARUR,0.08,499.15,1.17,40.92147864
2020/06/24,TAMILNADU,TIRUNELVELI,0.36,1342.94,2.94,36.22217035
2020/06/24,TAMILNADU,CHENNAI,0.24,21.33,3.27,31.46272468
2020/06/24,TAMILNADU,THIRUVALLUR,0.66,658.21,5.06,38.33651362
2020/06/24,TAMILNADU,SALEM,0.75,1045.59,4.92,37.61598688
2020/06/24,TAMILNADU,MADURAI,0.22,889.45,1.83,44.56565704
2020/06/24,TAMILNADU,PUDUKKOTTAI,0.98,942.06,7.42,37.58930517
2020/06/23,TAMILNADU,THENI,0.19,604.91,1.73,39.24826868
2020/06/23,TAMILNADU,COIMBATORE,0.89,882.65,7.54,35.38667989
2020/06/23,TAMILNADU,KARUR,0.01,456.49,0.1,29.42422918
2020/06/23,TAMILNADU,VIRUDUNAGAR,0.03,900.69,0.23,38.85868086
2020/06/23,TAMILNADU,NAGAPPATTINAM,0.36,467.17,4.58,35.0493955
2020/06/23,TAMILNADU,NAMAKKAL,0.38,595.33,3.24,32.72359453
2020/06/23,TAMILNADU,CUDDALORE,0.14,749,1.87,37.94865211
2020/06/23,TAMILNADU,TIRUPPUR,0.22,853.6,1.58,30.59731876
2020/06/23,TAMILNADU,THE NILGIRIS,0.01,526.31,0.07,38.61808043
2020/06/23,TAMILNADU,THANJAVUR,0.5,665.48,3.93,36.53304328
2020/06/23,TAMILNADU,THOOTHUKKUDI,0.05,861.48,0.7,34.13779801
2020/06/23,TAMILNADU,DHARMAPURI,0.62,896.51,3.45,37.36416494
2020/06/23,TAMILNADU,ERODE,0.2,997.74,1.12,32.46018194
2020/06/23,TAMILNADU,KANNIYAKUMARI,0,355.98,0.01,38.47093358
2020/06/23,TAMILNADU,DINDIGUL,0.37,1136.49,2.08,34.8005794
2020/06/23,TAMILNADU,VILUPPURAM,0.27,1530.04,2.43,40.05074531
2020/06/23,TAMILNADU,TIRUVANNAMALAI,0.24,1402.39,1.48,42.78529801
2020/06/23,TAMILNADU,RAMANATHAPURAM,0.32,829.22,3.83,37.70171145
2020/06/23,TAMILNADU,SIVAGANGA,0.09,855.33,0.87,37.23750839
2020/06/23,TAMILNADU,ARIYALUR,0.03,382.69,0.2,36.66998054
2020/06/23,TAMILNADU,KANCHEEPURAM,0.15,830.72,1.41,33.96320157
2020/06/23,TAMILNADU,VELLORE,0.47,1288.41,2.76,40.15895553
2020/06/23,TAMILNADU,KRISHNAGIRI,0.72,1027.63,4,37.7237643
2020/06/23,TAMILNADU,TIRUCHIRAPPALLI,0.37,771.35,2.57,31.91604778
2020/06/23,TAMILNADU,PERAMBALUR,0.04,354.72,0.25,37.85833582
2020/06/23,TAMILNADU,THIRUVARUR,0.08,472.95,1.09,38.77301792
2020/06/23,TAMILNADU,TIRUNELVELI,0.16,1193.64,1.41,32.19532493
2020/06/23,TAMILNADU,CHENNAI,0.26,22.99,3.5,33.90085895
2020/06/23,TAMILNADU,THIRUVALLUR,0.75,680.66,5.67,39.64392245
2020/06/23,TAMILNADU,SALEM,0.4,967.24,2.52,34.79721186
2020/06/23,TAMILNADU,MADURAI,0.13,793.63,1.13,39.7645994
2020/06/23,TAMILNADU,PUDUKKOTTAI,0.84,871.71,6.08,34.78217217
2020/06/22,TAMILNADU,THENI,0.14,596.4,1.32,38.69563556
2020/06/22,TAMILNADU,COIMBATORE,0.76,874.67,6.42,35.06662662
2020/06/22,TAMILNADU,KARUR,0.01,427.83,0.1,27.57726373
2020/06/22,TAMILNADU,VIRUDUNAGAR,0.02,858.19,0.2,37.02520999
2020/06/22,TAMILNADU,NAGAPPATTINAM,0.21,428.27,2.85,32.13059954
2020/06/22,TAMILNADU,NAMAKKAL,0.38,578.44,3.28,31.79538545
2020/06/22,TAMILNADU,CUDDALORE,0.15,755.18,1.88,38.26175605
2020/06/22,TAMILNADU,TIRUPPUR,0.15,821.58,1.13,29.44962499
2020/06/22,TAMILNADU,THE NILGIRIS,0,523.45,0.04,38.40830759
2020/06/22,TAMILNADU,THANJAVUR,0.43,600.3,3.15,32.95477736
2020/06/22,TAMILNADU,THOOTHUKKUDI,0.04,838.89,0.56,33.24246978
2020/06/22,TAMILNADU,DHARMAPURI,0.3,820.51,1.65,34.19676856
2020/06/22,TAMILNADU,ERODE,0.16,968.58,0.87,31.51149911
2020/06/22,TAMILNADU,KANNIYAKUMARI,0,368.91,0.02,39.86827991
2020/06/22,TAMILNADU,DINDIGUL,0.28,1104.43,1.59,33.81888317
2020/06/22,TAMILNADU,VILUPPURAM,0.15,1493.23,1.42,39.08720322
2020/06/22,TAMILNADU,TIRUVANNAMALAI,0.13,1361.67,0.8,41.54314706
2020/06/22,TAMILNADU,RAMANATHAPURAM,0.25,767.81,3.14,34.90947973
2020/06/22,TAMILNADU,SIVAGANGA,0.07,809.42,0.66,35.23876663
2020/06/22,TAMILNADU,ARIYALUR,0.01,376.04,0.06,36.03327748
2020/06/22,TAMILNADU,KANCHEEPURAM,0.13,828.19,1.28,33.85982389
2020/06/22,TAMILNADU,VELLORE,0.36,1242.69,2.15,38.73410707
2020/06/22,TAMILNADU,KRISHNAGIRI,0.43,961.22,2.37,35.28578416
2020/06/22,TAMILNADU,TIRUCHIRAPPALLI,0.33,735.3,2.26,30.42440587
2020/06/22,TAMILNADU,PERAMBALUR,0.01,351.14,0.06,37.47642214
2020/06/22,TAMILNADU,THIRUVARUR,0.02,430.6,0.26,35.30129494
2020/06/22,TAMILNADU,TIRUNELVELI,0.18,1198.49,1.58,32.32601027
2020/06/22,TAMILNADU,CHENNAI,0.27,24.68,3.56,36.39225638
2020/06/22,TAMILNADU,THIRUVALLUR,0.54,683.78,4.62,39.82558865
2020/06/22,TAMILNADU,SALEM,0.23,919.36,1.45,33.07466544
2020/06/22,TAMILNADU,MADURAI,0.1,764.56,0.91,38.30802531
2020/06/22,TAMILNADU,PUDUKKOTTAI,0.79,807.57,5.56,32.22300218
2020/06/21,TAMILNADU,THENI,0.26,634.32,2.25,41.1564884
2020/06/21,TAMILNADU,COIMBATORE,0.94,902.92,7.89,36.19952418
2020/06/21,TAMILNADU,KARUR,0.01,436.79,0.1,28.1545091
2020/06/21,TAMILNADU,VIRUDUNAGAR,0.04,897.87,0.32,38.73710704
2020/06/21,TAMILNADU,NAGAPPATTINAM,0.23,438.62,3.01,32.9068955
2020/06/21,TAMILNADU,NAMAKKAL,0.67,610.68,5.39,33.56738116
2020/06/21,TAMILNADU,CUDDALORE,0.23,776.6,2.73,39.34723867
2020/06/21,TAMILNADU,TIRUPPUR,0.22,850.78,1.59,30.49598907
2020/06/21,TAMILNADU,THE NILGIRIS,0,533.31,0.05,39.13183366
2020/06/21,TAMILNADU,THANJAVUR,0.44,612.75,3.31,33.63811354
2020/06/21,TAMILNADU,THOOTHUKKUDI,0.05,859.99,0.73,34.07859983
2020/06/21,TAMILNADU,DHARMAPURI,0.18,794.38,1.02,33.10767758
2020/06/21,TAMILNADU,ERODE,0.53,1017.58,2.93,33.10594817
2020/06/21,TAMILNADU,KANNIYAKUMARI,0,371.73,0.02,40.17312365
2020/06/21,TAMILNADU,DINDIGUL,0.36,1152.5,2.03,35.29073441
2020/06/21,TAMILNADU,VILUPPURAM,0.08,1446.65,0.69,37.86774102
2020/06/21,TAMILNADU,TIRUVANNAMALAI,0.07,1305.35,0.41,39.82484148
2020/06/21,TAMILNADU,RAMANATHAPURAM,0.28,812.81,3.37,36.95528709
2020/06/21,TAMILNADU,SIVAGANGA,0.09,854.71,0.9,37.21031538
2020/06/21,TAMILNADU,ARIYALUR,0.05,386.75,0.49,37.05946837
2020/06/21,TAMILNADU,KANCHEEPURAM,0.13,833.8,1.25,34.08899945
2020/06/21,TAMILNADU,VELLORE,0.3,1191.29,1.76,37.13191239
2020/06/21,TAMILNADU,KRISHNAGIRI,0.34,928.54,1.9,34.08617157
2020/06/21,TAMILNADU,TIRUCHIRAPPALLI,0.35,750.71,2.36,31.06210762
2020/06/21,TAMILNADU,PERAMBALUR,0.02,358.23,0.08,38.23267278
2020/06/21,TAMILNADU,THIRUVARUR,0.02,437.84,0.31,35.89519074
2020/06/21,TAMILNADU,TIRUNELVELI,0.23,1232.07,1.92,33.23178449
2020/06/21,TAMILNADU,CHENNAI,0.32,26.74,4.35,39.43992569
2020/06/21,TAMILNADU,THIRUVALLUR,0.71,722.02,5.88,42.05285802
2020/06/21,TAMILNADU,SALEM,0.33,932.37,2.1,33.54268596
2020/06/21,TAMILNADU,MADURAI,0.11,797.12,1.06,39.93926439
2020/06/21,TAMILNADU,PUDUKKOTTAI,0.82,835.01,5.9,33.31772018
2020/06/20,TAMILNADU,THENI,0.01,544.53,0.11,35.33040098
2020/06/20,TAMILNADU,COIMBATORE,0.32,828.45,2.62,33.21381547
2020/06/20,TAMILNADU,KARUR,0.01,414.14,0.1,26.6948449
2020/06/20,TAMILNADU,VIRUDUNAGAR,0.01,740.37,0.13,31.94214023
2020/06/20,TAMILNADU,NAGAPPATTINAM,0.05,382.62,0.72,28.70618438
2020/06/20,TAMILNADU,NAMAKKAL,0,473.82,0,26.04501336
2020/06/20,TAMILNADU,CUDDALORE,0.09,649.31,1.3,32.89781648
2020/06/20,TAMILNADU,TIRUPPUR,0.01,757.76,0.07,27.16194582
2020/06/20,TAMILNADU,THE NILGIRIS,0,520.38,0,38.18323683
2020/06/20,TAMILNADU,THANJAVUR,0.39,566.82,2.61,31.11654861
2020/06/20,TAMILNADU,THOOTHUKKUDI,0.02,714.74,0.26,28.32297869
2020/06/20,TAMILNADU,DHARMAPURI,0.14,758.47,0.77,31.6111583
2020/06/20,TAMILNADU,ERODE,0.07,920.4,0.41,29.94417464
2020/06/20,TAMILNADU,KANNIYAKUMARI,0,308.75,0,33.36699852
2020/06/20,TAMILNADU,DINDIGUL,0,975.4,0,29.86793064
2020/06/20,TAMILNADU,VILUPPURAM,0,1274.27,0.01,33.35546942
2020/06/20,TAMILNADU,TIRUVANNAMALAI,0.02,1222.73,0.09,37.30412563
2020/06/20,TAMILNADU,RAMANATHAPURAM,0.13,660.08,1.6,30.0115939
2020/06/20,TAMILNADU,SIVAGANGA,0,676.1,0,29.43443064
2020/06/20,TAMILNADU,ARIYALUR,0,343.89,0.02,32.95270641
2020/06/20,TAMILNADU,KANCHEEPURAM,0.05,746.06,0.53,30.50193453
2020/06/20,TAMILNADU,VELLORE,0.19,1140.74,1.08,35.55614722
2020/06/20,TAMILNADU,KRISHNAGIRI,0.35,922.23,1.96,33.8544019
2020/06/20,TAMILNADU,TIRUCHIRAPPALLI,0.3,696.89,2.05,28.83497025
2020/06/20,TAMILNADU,PERAMBALUR,0,323.71,0,34.5482007
2020/06/20,TAMILNADU,THIRUVARUR,0.01,401.49,0.09,32.91474985
2020/06/20,TAMILNADU,TIRUNELVELI,0.06,977.77,0.58,26.37263148
2020/06/20,TAMILNADU,CHENNAI,0.26,22.24,3.51,32.79372811
2020/06/20,TAMILNADU,THIRUVALLUR,0.36,665.75,3.07,38.77530808
2020/06/20,TAMILNADU,SALEM,0.03,816.94,0.18,29.39007423
2020/06/20,TAMILNADU,MADURAI,0,680.23,0,34.08272797
2020/06/20,TAMILNADU,PUDUKKOTTAI,0.69,714.92,4.5,28.52599327
2020/06/19,TAMILNADU,THENI,0,527.73,0.05,34.24026493
2020/06/19,TAMILNADU,COIMBATORE,0.46,852.41,3.73,34.1743811
2020/06/19,TAMILNADU,KARUR,0.01,410.37,0.1,26.45177074
2020/06/19,TAMILNADU,VIRUDUNAGAR,0.02,737.44,0.13,31.81547231
2020/06/19,TAMILNADU,NAGAPPATTINAM,0.04,373.25,0.63,28.00299758
2020/06/19,TAMILNADU,NAMAKKAL,0,471.97,0,25.94323425
2020/06/19,TAMILNADU,CUDDALORE,0.05,621.42,0.76,31.4846321
2020/06/19,TAMILNADU,TIRUPPUR,0.01,766,0.1,27.45727279
2020/06/19,TAMILNADU,THE NILGIRIS,0.01,531.01,0.07,38.96293835
2020/06/19,TAMILNADU,THANJAVUR,0.4,568.97,2.83,31.23458666
2020/06/19,TAMILNADU,THOOTHUKKUDI,0.02,725.6,0.33,28.75336962
2020/06/19,TAMILNADU,DHARMAPURI,0.24,785.77,1.32,32.74857161
2020/06/19,TAMILNADU,ERODE,0.17,947.43,0.95,30.82340064
2020/06/19,TAMILNADU,KANNIYAKUMARI,0,313.83,0,33.91583743
2020/06/19,TAMILNADU,DINDIGUL,0,972.4,0,29.77594951
2020/06/19,TAMILNADU,VILUPPURAM,0,1278.89,0.04,33.47651307
2020/06/19,TAMILNADU,TIRUVANNAMALAI,0.02,1189.57,0.1,36.29258226
2020/06/19,TAMILNADU,RAMANATHAPURAM,0.14,656.32,1.66,29.84027714
2020/06/19,TAMILNADU,SIVAGANGA,0,671.24,0,29.22298666
2020/06/19,TAMILNADU,ARIYALUR,0,319.62,0.02,30.62666177
2020/06/19,TAMILNADU,KANCHEEPURAM,0.02,691.28,0.2,28.26218792
2020/06/19,TAMILNADU,VELLORE,0.1,1082.07,0.58,33.72753897
2020/06/19,TAMILNADU,KRISHNAGIRI,0.48,952.07,2.68,34.94979291
2020/06/19,TAMILNADU,TIRUCHIRAPPALLI,0.32,705.26,2.14,29.18139954
2020/06/19,TAMILNADU,PERAMBALUR,0,315.53,0,33.67571315
2020/06/19,TAMILNADU,THIRUVARUR,0.01,400.91,0.14,32.86727179
2020/06/19,TAMILNADU,TIRUNELVELI,0.07,999.34,0.65,26.95465891
2020/06/19,TAMILNADU,CHENNAI,0.12,19.38,1.88,28.57629329
2020/06/19,TAMILNADU,THIRUVALLUR,0.06,577.29,0.61,33.62301671
2020/06/19,TAMILNADU,SALEM,0.06,839.76,0.32,30.21085523
2020/06/19,TAMILNADU,MADURAI,0,658.07,0,32.97233468
2020/06/19,TAMILNADU,PUDUKKOTTAI,0.7,739.66,4.63,29.51341735
2020/06/18,TAMILNADU,THENI,0.02,538.65,0.2,34.94884649
2020/06/18,TAMILNADU,COIMBATORE,0.68,885.24,5.44,35.49065122
2020/06/18,TAMILNADU,KARUR,0.01,425.64,0.1,27.43616986
2020/06/18,TAMILNADU,VIRUDUNAGAR,0.02,751.77,0.13,32.43383934
2020/06/18,TAMILNADU,NAGAPPATTINAM,0.08,383.02,1.23,28.73550544
2020/06/18,TAMILNADU,NAMAKKAL,0,488.63,0.03,26.85879459
