Date,State Name,DistrictName,Average Soilmoisture Level (at 15cm),Average SoilMoisture Volume (at 15cm),Aggregate Soilmoisture Percentage (at 15cm),Volume Soilmoisture percentage (at 15cm)
2020/01/31,TAMILNADU,THENI,0,396.14,0,25.70274097
2020/01/31,TAMILNADU,COIMBATORE,0,382.64,0,15.340728
2020/01/31,TAMILNADU,KARUR,0,227.78,0,14.68199818
2020/01/31,TAMILNADU,VIRUDUNAGAR,0.01,493.17,0.12,21.27713328
2020/01/31,TAMILNADU,NAGAPPATTINAM,0,277.33,0,20.8067515
2020/01/31,TAMILNADU,NAMAKKAL,0,271.98,0,14.94998061
2020/01/31,TAMILNADU,CUDDALORE,0,446.57,0,22.62562517
2020/01/31,TAMILNADU,TIRUPPUR,0,369.66,0,13.25035804
2020/01/31,TAMILNADU,THE NILGIRIS,0,372.57,0,27.33710351
2020/01/31,TAMILNADU,THANJAVUR,0,383.92,0,21.0761129
2020/01/31,TAMILNADU,THOOTHUKKUDI,0,507.65,0.03,20.11644652
2020/01/31,TAMILNADU,DHARMAPURI,0,399.98,0,16.67028306
2020/01/31,TAMILNADU,ERODE,0,472.27,0,15.36466531
2020/01/31,TAMILNADU,KANNIYAKUMARI,0,195.17,0,21.09264821
2020/01/31,TAMILNADU,DINDIGUL,0,583.3,0,17.86139043
2020/01/31,TAMILNADU,VILUPPURAM,0,778.71,0,20.38357491
2020/01/31,TAMILNADU,TIRUVANNAMALAI,0,678.41,0,20.69749168
2020/01/31,TAMILNADU,RAMANATHAPURAM,0.01,469.53,0.13,21.34792171
2020/01/31,TAMILNADU,SIVAGANGA,0,400.92,0,17.45433652
2020/01/31,TAMILNADU,ARIYALUR,0,206.07,0,19.74637918
2020/01/31,TAMILNADU,KANCHEEPURAM,0.04,529.27,0.38,21.6386511
2020/01/31,TAMILNADU,VELLORE,0,561.95,0,17.5155584
2020/01/31,TAMILNADU,KRISHNAGIRI,0,392.71,0,14.41631857
2020/01/31,TAMILNADU,TIRUCHIRAPPALLI,0,405.6,0,16.78256852
2020/01/31,TAMILNADU,PERAMBALUR,0,237.13,0,25.30849012
2020/01/31,TAMILNADU,THIRUVARUR,0,317.2,0,26.00472113
2020/01/31,TAMILNADU,TIRUNELVELI,0,590.22,0,15.91970756
2020/01/31,TAMILNADU,CHENNAI,0,7.76,0,11.44618427
2020/01/31,TAMILNADU,THIRUVALLUR,0,330.46,0,19.24715139
2020/01/31,TAMILNADU,SALEM,0,466.86,0,16.79567516
2020/01/31,TAMILNADU,MADURAI,0,433.62,0,21.72658947
2020/01/31,TAMILNADU,PUDUKKOTTAI,0,332.68,0.01,13.27438119
2020/01/30,TAMILNADU,THENI,0,399.52,0,25.92161005
2020/01/30,TAMILNADU,COIMBATORE,0,384.95,0,15.43324799
2020/01/30,TAMILNADU,KARUR,0,228.59,0,14.73449854
2020/01/30,TAMILNADU,VIRUDUNAGAR,0.01,495.03,0.12,21.35721566
2020/01/30,TAMILNADU,NAGAPPATTINAM,0,280.1,0,21.0143118
2020/01/30,TAMILNADU,NAMAKKAL,0,272.81,0,14.9956634
2020/01/30,TAMILNADU,CUDDALORE,0,449.85,0,22.7921536
2020/01/30,TAMILNADU,TIRUPPUR,0,370.93,0,13.29605156
2020/01/30,TAMILNADU,THE NILGIRIS,0,374.5,0,27.47924921
2020/01/30,TAMILNADU,THANJAVUR,0,386.84,0,21.23662679
2020/01/30,TAMILNADU,THOOTHUKKUDI,0,509.36,0.03,20.18422983
2020/01/30,TAMILNADU,DHARMAPURI,0,401.2,0,16.72091583
2020/01/30,TAMILNADU,ERODE,0,473.71,0,15.41147659
2020/01/30,TAMILNADU,KANNIYAKUMARI,0,195.89,0,21.17032699
2020/01/30,TAMILNADU,DINDIGUL,0,585.52,0,17.92927256
2020/01/30,TAMILNADU,VILUPPURAM,0,783.43,0,20.50732325
2020/01/30,TAMILNADU,TIRUVANNAMALAI,0,681.28,0,20.78516218
2020/01/30,TAMILNADU,RAMANATHAPURAM,0.01,472.19,0.13,21.46877368
2020/01/30,TAMILNADU,SIVAGANGA,0,403.52,0,17.56766602
2020/01/30,TAMILNADU,ARIYALUR,0,207.42,0,19.87567551
2020/01/30,TAMILNADU,KANCHEEPURAM,0.04,533.67,0.39,21.81842519
2020/01/30,TAMILNADU,VELLORE,0,564.77,0,17.60373217
2020/01/30,TAMILNADU,KRISHNAGIRI,0,394.09,0,14.46662146
2020/01/30,TAMILNADU,TIRUCHIRAPPALLI,0,409.07,0,16.92602641
2020/01/30,TAMILNADU,PERAMBALUR,0,238.62,0,25.46685487
2020/01/30,TAMILNADU,THIRUVARUR,0,319.35,0,26.18064668
2020/01/30,TAMILNADU,TIRUNELVELI,0,593.12,0,15.99787628
2020/01/30,TAMILNADU,CHENNAI,0,8.1,0,11.95251723
2020/01/30,TAMILNADU,THIRUVALLUR,0,334.57,0,19.48648183
2020/01/30,TAMILNADU,SALEM,0,468.64,0,16.85966022
2020/01/30,TAMILNADU,MADURAI,0,435.05,0,21.79799211
2020/01/30,TAMILNADU,PUDUKKOTTAI,0,336.64,0.01,13.43214087
2020/01/29,TAMILNADU,THENI,0,403.2,0,26.16057351
2020/01/29,TAMILNADU,COIMBATORE,0,387.35,0,15.52937296
2020/01/29,TAMILNADU,KARUR,0,229.6,0,14.79960713
2020/01/29,TAMILNADU,VIRUDUNAGAR,0.01,497.17,0.12,21.449749
2020/01/29,TAMILNADU,NAGAPPATTINAM,0,283.37,0,21.25960259
2020/01/29,TAMILNADU,NAMAKKAL,0,273.74,0,15.04698812
2020/01/29,TAMILNADU,CUDDALORE,0,453.49,0,22.97672955
2020/01/29,TAMILNADU,TIRUPPUR,0,372.29,0,13.34471496
2020/01/29,TAMILNADU,THE NILGIRIS,0,376.73,0,27.64279578
2020/01/29,TAMILNADU,THANJAVUR,0,390.31,0,21.42714591
2020/01/29,TAMILNADU,THOOTHUKKUDI,0,511.31,0.03,20.26164962
2020/01/29,TAMILNADU,DHARMAPURI,0,403,0,16.79614603
2020/01/29,TAMILNADU,ERODE,0,475.44,0,15.46777777
2020/01/29,TAMILNADU,KANNIYAKUMARI,0,196.68,0,21.25500527
2020/01/29,TAMILNADU,DINDIGUL,0,587.94,0,18.0032977
2020/01/29,TAMILNADU,VILUPPURAM,0,788.83,0,20.64845378
2020/01/29,TAMILNADU,TIRUVANNAMALAI,0,684.48,0,20.8827091
2020/01/29,TAMILNADU,RAMANATHAPURAM,0.01,475.01,0.13,21.59699499
2020/01/29,TAMILNADU,SIVAGANGA,0,406.4,0,17.69282017
2020/01/29,TAMILNADU,ARIYALUR,0,208.96,0,20.02283764
2020/01/29,TAMILNADU,KANCHEEPURAM,0.04,538.72,0.41,22.02508176
2020/01/29,TAMILNADU,VELLORE,0,567.83,0,17.69882818
2020/01/29,TAMILNADU,KRISHNAGIRI,0,395.83,0,14.53068574
2020/01/29,TAMILNADU,TIRUCHIRAPPALLI,0,412.6,0,17.07220597
2020/01/29,TAMILNADU,PERAMBALUR,0,240.17,0,25.63253578
2020/01/29,TAMILNADU,THIRUVARUR,0,321.79,0,26.38057726
2020/01/29,TAMILNADU,TIRUNELVELI,0,596.74,0,16.09551129
2020/01/29,TAMILNADU,CHENNAI,0,8.49,0,12.52079951
2020/01/29,TAMILNADU,THIRUVALLUR,0,339.25,0,19.75894687
2020/01/29,TAMILNADU,SALEM,0,470.74,0,16.93504983
2020/01/29,TAMILNADU,MADURAI,0,436.61,0,21.87597942
2020/01/29,TAMILNADU,PUDUKKOTTAI,0,340.98,0.02,13.60535904
2020/01/28,TAMILNADU,THENI,0,414.25,0,26.87778828
2020/01/28,TAMILNADU,COIMBATORE,0,388.97,0,15.59423313
2020/01/28,TAMILNADU,KARUR,0,230.53,0,14.85939918
2020/01/28,TAMILNADU,VIRUDUNAGAR,0.01,502.64,0.12,21.68559612
2020/01/28,TAMILNADU,NAGAPPATTINAM,0,287.38,0,21.560517
2020/01/28,TAMILNADU,NAMAKKAL,0,274.78,0,15.10372998
2020/01/28,TAMILNADU,CUDDALORE,0,458.48,0,23.22947895
2020/01/28,TAMILNADU,TIRUPPUR,0,373.97,0,13.40497563
2020/01/28,TAMILNADU,THE NILGIRIS,0,372.57,0,27.33707533
2020/01/28,TAMILNADU,THANJAVUR,0,394.54,0,21.65899048
2020/01/28,TAMILNADU,THOOTHUKKUDI,0,514.95,0.03,20.40602133
2020/01/28,TAMILNADU,DHARMAPURI,0,404.56,0,16.86108353
2020/01/28,TAMILNADU,ERODE,0,477.12,0,15.52264466
2020/01/28,TAMILNADU,KANNIYAKUMARI,0,198.91,0,21.49654586
2020/01/28,TAMILNADU,DINDIGUL,0,592.7,0,18.14900094
2020/01/28,TAMILNADU,VILUPPURAM,0,813.96,0,21.30648454
2020/01/28,TAMILNADU,TIRUVANNAMALAI,0,687.33,0,20.96963578
2020/01/28,TAMILNADU,RAMANATHAPURAM,0.01,479.82,0.13,21.81551106
2020/01/28,TAMILNADU,SIVAGANGA,0,411.85,0,17.93002471
2020/01/28,TAMILNADU,ARIYALUR,0,210.43,0,20.16406578
2020/01/28,TAMILNADU,KANCHEEPURAM,0.04,543.3,0.42,22.21241955
2020/01/28,TAMILNADU,VELLORE,0,570.75,0,17.78990496
2020/01/28,TAMILNADU,KRISHNAGIRI,0,397.17,0,14.57986097
2020/01/28,TAMILNADU,TIRUCHIRAPPALLI,0,416.16,0,17.21943408
2020/01/28,TAMILNADU,PERAMBALUR,0,241.54,0,25.77834566
2020/01/28,TAMILNADU,THIRUVARUR,0,324.52,0.02,26.60498158
2020/01/28,TAMILNADU,TIRUNELVELI,0,605.69,0,16.33682081
2020/01/28,TAMILNADU,CHENNAI,0,8.87,0.01,13.07519691
2020/01/28,TAMILNADU,THIRUVALLUR,0,344.53,0,20.0664916
2020/01/28,TAMILNADU,SALEM,0,474.88,0,17.08405485
2020/01/28,TAMILNADU,MADURAI,0,439.41,0,22.01641756
2020/01/28,TAMILNADU,PUDUKKOTTAI,0,347.31,0.02,13.85820062
2020/01/27,TAMILNADU,THENI,0,409.79,0,26.58836978
2020/01/27,TAMILNADU,COIMBATORE,0,391.34,0,15.68935939
2020/01/27,TAMILNADU,KARUR,0,231.61,0,14.9290289
2020/01/27,TAMILNADU,VIRUDUNAGAR,0.01,501.1,0.12,21.61924551
2020/01/27,TAMILNADU,NAGAPPATTINAM,0,289.74,0,21.73788248
2020/01/27,TAMILNADU,NAMAKKAL,0,275.82,0,15.16132366
2020/01/27,TAMILNADU,CUDDALORE,0,460.12,0,23.31258572
2020/01/27,TAMILNADU,TIRUPPUR,0,375.16,0,13.44766419
2020/01/27,TAMILNADU,THE NILGIRIS,0,373.49,0,27.40455117
2020/01/27,TAMILNADU,THANJAVUR,0,396.81,0,21.78379411
2020/01/27,TAMILNADU,THOOTHUKKUDI,0,515.04,0.03,20.40948717
2020/01/27,TAMILNADU,DHARMAPURI,0,406.12,0,16.92602046
2020/01/27,TAMILNADU,ERODE,0,478.56,0,15.56943694
2020/01/27,TAMILNADU,KANNIYAKUMARI,0,198.23,0,21.42351499
2020/01/27,TAMILNADU,DINDIGUL,0,592.24,0,18.13515575
2020/01/27,TAMILNADU,VILUPPURAM,0,798.73,0,20.90779726
2020/01/27,TAMILNADU,TIRUVANNAMALAI,0,690.53,0,21.06719301
2020/01/27,TAMILNADU,RAMANATHAPURAM,0.01,480.56,0.13,21.84948583
2020/01/27,TAMILNADU,SIVAGANGA,0,412.03,0,17.9381777
2020/01/27,TAMILNADU,ARIYALUR,0,211.89,0,20.30406377
2020/01/27,TAMILNADU,KANCHEEPURAM,0.04,548,0.44,22.40435364
2020/01/27,TAMILNADU,VELLORE,0,573.39,0,17.87234962
2020/01/27,TAMILNADU,KRISHNAGIRI,0,398.69,0,14.63581042
2020/01/27,TAMILNADU,TIRUCHIRAPPALLI,0,419.69,0,17.36543346
2020/01/27,TAMILNADU,PERAMBALUR,0,242.91,0,25.92480331
2020/01/27,TAMILNADU,THIRUVARUR,0,326.36,0.06,26.75534744
2020/01/27,TAMILNADU,TIRUNELVELI,0,603.35,0,16.27363379
2020/01/27,TAMILNADU,CHENNAI,0,9.25,0.06,13.64730317
2020/01/27,TAMILNADU,THIRUVALLUR,0,347.72,0.02,20.25232854
2020/01/27,TAMILNADU,SALEM,0,474.87,0,17.08374209
2020/01/27,TAMILNADU,MADURAI,0,439.81,0,22.03655694
2020/01/27,TAMILNADU,PUDUKKOTTAI,0,349.61,0.02,13.94987819
2020/01/26,TAMILNADU,THENI,0,413.88,0,26.85370109
2020/01/26,TAMILNADU,COIMBATORE,0,394.24,0,15.80564171
2020/01/26,TAMILNADU,KARUR,0,232.81,0,15.00648741
2020/01/26,TAMILNADU,VIRUDUNAGAR,0.01,503.56,0.12,21.72518566
2020/01/26,TAMILNADU,NAGAPPATTINAM,0,293.22,0,21.99889677
2020/01/26,TAMILNADU,NAMAKKAL,0,277.02,0,15.2271935
2020/01/26,TAMILNADU,CUDDALORE,0,464.13,0,23.51560078
2020/01/26,TAMILNADU,TIRUPPUR,0,376.88,0,13.50924645
2020/01/26,TAMILNADU,THE NILGIRIS,0,375.82,0,27.57588864
2020/01/26,TAMILNADU,THANJAVUR,0,400.6,0,21.99158004
2020/01/26,TAMILNADU,THOOTHUKKUDI,0,517.21,0.03,20.49535324
2020/01/26,TAMILNADU,DHARMAPURI,0,408.08,0,17.00775991
2020/01/26,TAMILNADU,ERODE,0,480.51,0,15.63271183
2020/01/26,TAMILNADU,KANNIYAKUMARI,0,199.12,0,21.51970692
2020/01/26,TAMILNADU,DINDIGUL,0,595.22,0,18.22624171
2020/01/26,TAMILNADU,VILUPPURAM,0,804.87,0,21.06851072
2020/01/26,TAMILNADU,TIRUVANNAMALAI,0,694.17,0,21.17839801
2020/01/26,TAMILNADU,RAMANATHAPURAM,0.01,483.98,0.13,22.00486771
2020/01/26,TAMILNADU,SIVAGANGA,0,415.51,0,18.08954825
2020/01/26,TAMILNADU,ARIYALUR,0,213.49,0,20.45728748
2020/01/26,TAMILNADU,KANCHEEPURAM,0.05,553.56,0.46,22.6318537
2020/01/26,TAMILNADU,VELLORE,0,577.02,0,17.98539725
2020/01/26,TAMILNADU,KRISHNAGIRI,0,400.55,0,14.70410268
2020/01/26,TAMILNADU,TIRUCHIRAPPALLI,0,423.71,0,17.53168674
2020/01/26,TAMILNADU,PERAMBALUR,0,244.57,0,26.1021854
2020/01/26,TAMILNADU,THIRUVARUR,0,328.99,0.08,26.97154215
2020/01/26,TAMILNADU,TIRUNELVELI,0,607.34,0,16.38143928
2020/01/26,TAMILNADU,CHENNAI,0.01,9.68,0.11,14.28079534
2020/01/26,TAMILNADU,THIRUVALLUR,0,352.53,0.04,20.53255092
2020/01/26,TAMILNADU,SALEM,0,477.42,0,17.175388
2020/01/26,TAMILNADU,MADURAI,0,441.55,0,22.12383812
2020/01/26,TAMILNADU,PUDUKKOTTAI,0,354.62,0.02,14.14965212
2020/01/25,TAMILNADU,THENI,0,417.06,0,27.06022598
2020/01/25,TAMILNADU,COIMBATORE,0,396.36,0,15.89061745
2020/01/25,TAMILNADU,KARUR,0,233.89,0,15.07576894
2020/01/25,TAMILNADU,VIRUDUNAGAR,0.01,505.47,0.12,21.80766168
2020/01/25,TAMILNADU,NAGAPPATTINAM,0,296.59,0,22.25175654
2020/01/25,TAMILNADU,NAMAKKAL,0,278.05,0,15.28374261
2020/01/25,TAMILNADU,CUDDALORE,0,467.91,0.02,23.70706008
2020/01/25,TAMILNADU,TIRUPPUR,0,378.21,0,13.55677167
2020/01/25,TAMILNADU,THE NILGIRIS,0,378.76,0,27.7915952
2020/01/25,TAMILNADU,THANJAVUR,0,403.75,0,22.16486755
2020/01/25,TAMILNADU,THOOTHUKKUDI,0,518.93,0.03,20.56352937
2020/01/25,TAMILNADU,DHARMAPURI,0,409.62,0,17.07180079
2020/01/25,TAMILNADU,ERODE,0,482.23,0,15.68867583
2020/01/25,TAMILNADU,KANNIYAKUMARI,0,200,0,21.61408185
2020/01/25,TAMILNADU,DINDIGUL,0,597.42,0,18.29380933
2020/01/25,TAMILNADU,VILUPPURAM,0,810.02,0,21.20312637
2020/01/25,TAMILNADU,TIRUVANNAMALAI,0,697.05,0,21.26608921
2020/01/25,TAMILNADU,RAMANATHAPURAM,0.01,486.91,0.13,22.13815612
2020/01/25,TAMILNADU,SIVAGANGA,0,418.53,0,18.22080526
2020/01/25,TAMILNADU,ARIYALUR,0,214.98,0,20.59965387
2020/01/25,TAMILNADU,KANCHEEPURAM,0.05,558.7,0.47,22.84204445
2020/01/25,TAMILNADU,VELLORE,0,579.58,0,18.06523869
2020/01/25,TAMILNADU,KRISHNAGIRI,0,401.97,0,14.75610079
2020/01/25,TAMILNADU,TIRUCHIRAPPALLI,0,427.39,0,17.68379663
2020/01/25,TAMILNADU,PERAMBALUR,0,245.76,0,26.22889878
2020/01/25,TAMILNADU,THIRUVARUR,0.01,331.46,0.11,27.1733546
2020/01/25,TAMILNADU,TIRUNELVELI,0,610.74,0,16.47311571
2020/01/25,TAMILNADU,CHENNAI,0.01,10.11,0.17,14.90860787
2020/01/25,TAMILNADU,THIRUVALLUR,0,357.18,0.05,20.80339463
2020/01/25,TAMILNADU,SALEM,0,479.33,0,17.24432021
2020/01/25,TAMILNADU,MADURAI,0,442.91,0,22.19161578
2020/01/25,TAMILNADU,PUDUKKOTTAI,0,359.22,0.02,14.33318525
2020/01/24,TAMILNADU,THENI,0,421.48,0,27.34700626
2020/01/24,TAMILNADU,COIMBATORE,0,399.66,0,16.02287611
2020/01/24,TAMILNADU,KARUR,0,235.28,0,15.16575475
2020/01/24,TAMILNADU,VIRUDUNAGAR,0.01,508.02,0.12,21.91772822
2020/01/24,TAMILNADU,NAGAPPATTINAM,0,300.72,0,22.56102492
2020/01/24,TAMILNADU,NAMAKKAL,0,279.34,0,15.35445482
2020/01/24,TAMILNADU,CUDDALORE,0,472.29,0.06,23.92894307
2020/01/24,TAMILNADU,TIRUPPUR,0,380.21,0,13.62862938
2020/01/24,TAMILNADU,THE NILGIRIS,0,381.27,0,27.97544344
2020/01/24,TAMILNADU,THANJAVUR,0,407.94,0,22.39484004
2020/01/24,TAMILNADU,THOOTHUKKUDI,0,521.56,0.03,20.66774361
2020/01/24,TAMILNADU,DHARMAPURI,0,411.75,0,17.16063469
2020/01/24,TAMILNADU,ERODE,0,484.33,0,15.75714394
2020/01/24,TAMILNADU,KANNIYAKUMARI,0,200.9,0,21.7118699
2020/01/24,TAMILNADU,DINDIGUL,0,600.31,0,18.38209151
2020/01/24,TAMILNADU,VILUPPURAM,0,816.75,0,21.37940241
2020/01/24,TAMILNADU,TIRUVANNAMALAI,0,701.29,0,21.39547973
2020/01/24,TAMILNADU,RAMANATHAPURAM,0.01,490.72,0.13,22.31106272
2020/01/24,TAMILNADU,SIVAGANGA,0,422.42,0,18.39009645
2020/01/24,TAMILNADU,ARIYALUR,0,216.8,0,20.77376783
2020/01/24,TAMILNADU,KANCHEEPURAM,0.05,565.28,0.49,23.11074111
2020/01/24,TAMILNADU,VELLORE,0,583.61,0,18.19073744
2020/01/24,TAMILNADU,KRISHNAGIRI,0,404.1,0,14.83429819
2020/01/24,TAMILNADU,TIRUCHIRAPPALLI,0,431.78,0,17.86581974
2020/01/24,TAMILNADU,PERAMBALUR,0,247.48,0,26.41303332
2020/01/24,TAMILNADU,THIRUVARUR,0.01,334.41,0.13,27.41558561
2020/01/24,TAMILNADU,TIRUNELVELI,0,615.22,0,16.59387378
2020/01/24,TAMILNADU,CHENNAI,0.01,10.67,0.24,15.74158925
2020/01/24,TAMILNADU,THIRUVALLUR,0,363.14,0.08,21.15071871
2020/01/24,TAMILNADU,SALEM,0,482.21,0,17.34789081
2020/01/24,TAMILNADU,MADURAI,0,445.05,0,22.29916286
2020/01/24,TAMILNADU,PUDUKKOTTAI,0,365.21,0.02,14.57247817
2020/01/23,TAMILNADU,THENI,0,426.06,0,27.64402659
2020/01/23,TAMILNADU,COIMBATORE,0,402.9,0,16.15290331
2020/01/23,TAMILNADU,KARUR,0,236.73,0,15.259043
2020/01/23,TAMILNADU,VIRUDUNAGAR,0.01,510.7,0.12,22.03316819
2020/01/23,TAMILNADU,NAGAPPATTINAM,0,304.58,0,22.85105967
2020/01/23,TAMILNADU,NAMAKKAL,0,280.78,0,15.43386466
2020/01/23,TAMILNADU,CUDDALORE,0.01,476.85,0.09,24.15988427
2020/01/23,TAMILNADU,TIRUPPUR,0,382.25,0,13.70187936
2020/01/23,TAMILNADU,THE NILGIRIS,0,384.02,0,28.17783001
2020/01/23,TAMILNADU,THANJAVUR,0,412.15,0.01,22.62600935
2020/01/23,TAMILNADU,THOOTHUKKUDI,0,524.18,0.03,20.77158097
2020/01/23,TAMILNADU,DHARMAPURI,0,414.03,0,17.25559916
2020/01/23,TAMILNADU,ERODE,0,486.69,0,15.83405014
2020/01/23,TAMILNADU,KANNIYAKUMARI,0,202.04,0,21.83484761
2020/01/23,TAMILNADU,DINDIGUL,0,603.46,0,18.47849676
2020/01/23,TAMILNADU,VILUPPURAM,0,823.51,0,21.55648976
2020/01/23,TAMILNADU,TIRUVANNAMALAI,0,705.71,0,21.53055843
2020/01/23,TAMILNADU,RAMANATHAPURAM,0.01,494.22,0.13,22.47054331
2020/01/23,TAMILNADU,SIVAGANGA,0,426.34,0,18.56078147
2020/01/23,TAMILNADU,ARIYALUR,0,218.74,0,20.9598307
2020/01/23,TAMILNADU,KANCHEEPURAM,0.05,571.96,0.52,23.38380573
2020/01/23,TAMILNADU,VELLORE,0,587.77,0,18.3205597
2020/01/23,TAMILNADU,KRISHNAGIRI,0,406.31,0,14.91551119
2020/01/23,TAMILNADU,TIRUCHIRAPPALLI,0,436.41,0,18.05738571
2020/01/23,TAMILNADU,PERAMBALUR,0,249.24,0,26.60096092
2020/01/23,TAMILNADU,THIRUVARUR,0.01,337.18,0.16,27.64221125
2020/01/23,TAMILNADU,TIRUNELVELI,0,619.85,0,16.71876926
2020/01/23,TAMILNADU,CHENNAI,0.02,11.23,0.31,16.55886207
2020/01/23,TAMILNADU,THIRUVALLUR,0.01,369.34,0.1,21.51171913
2020/01/23,TAMILNADU,SALEM,0,485.23,0,17.45636189
2020/01/23,TAMILNADU,MADURAI,0,447.23,0,22.40846015
2020/01/23,TAMILNADU,PUDUKKOTTAI,0,371.4,0.02,14.81910453
2020/01/22,TAMILNADU,THENI,0,434.1,0,28.16534472
2020/01/22,TAMILNADU,COIMBATORE,0,407.21,0,16.32579339
2020/01/22,TAMILNADU,KARUR,0,238.18,0,15.35261949
2020/01/22,TAMILNADU,VIRUDUNAGAR,0.01,514.33,0.12,22.18974264
2020/01/22,TAMILNADU,NAGAPPATTINAM,0,306.11,0,22.96598796
2020/01/22,TAMILNADU,NAMAKKAL,0,282.08,0,15.50514521
2020/01/22,TAMILNADU,CUDDALORE,0.01,481.29,0.15,24.38506557
2020/01/22,TAMILNADU,TIRUPPUR,0,384.91,0,13.79719809
2020/01/22,TAMILNADU,THE NILGIRIS,0,388.15,0,28.48032388
2020/01/22,TAMILNADU,THANJAVUR,0,415.84,0.01,22.82845355
2020/01/22,TAMILNADU,THOOTHUKKUDI,0,528.14,0.03,20.92850155
2020/01/22,TAMILNADU,DHARMAPURI,0,416.07,0,17.34073265
2020/01/22,TAMILNADU,ERODE,0,488.68,0,15.8985864
2020/01/22,TAMILNADU,KANNIYAKUMARI,0,203.32,0,21.9728092
2020/01/22,TAMILNADU,DINDIGUL,0,609.21,0,18.65482785
2020/01/22,TAMILNADU,VILUPPURAM,0,830.14,0,21.73000339
2020/01/22,TAMILNADU,TIRUVANNAMALAI,0,709.83,0,21.65620091
2020/01/22,TAMILNADU,RAMANATHAPURAM,0.01,500.34,0.13,22.74842143
2020/01/22,TAMILNADU,SIVAGANGA,0,436.02,0,18.98257721
2020/01/22,TAMILNADU,ARIYALUR,0,220.06,0,21.08640051
2020/01/22,TAMILNADU,KANCHEEPURAM,0.05,578.24,0.54,23.64081164
2020/01/22,TAMILNADU,VELLORE,0,591.37,0,18.43269644
2020/01/22,TAMILNADU,KRISHNAGIRI,0,408.24,0,14.98620132
2020/01/22,TAMILNADU,TIRUCHIRAPPALLI,0,441.26,0,18.25779179
2020/01/22,TAMILNADU,PERAMBALUR,0,250.89,0,26.77681862
2020/01/22,TAMILNADU,THIRUVARUR,0.01,338.7,0.16,27.76693304
2020/01/22,TAMILNADU,TIRUNELVELI,0,625.07,0,16.85957678
2020/01/22,TAMILNADU,CHENNAI,0.02,11.98,0.33,17.67362416
2020/01/22,TAMILNADU,THIRUVALLUR,0.01,376.67,0.11,21.93823405
2020/01/22,TAMILNADU,SALEM,0,487.79,0,17.54850372
2020/01/22,TAMILNADU,MADURAI,0,449.36,0,22.51516559
2020/01/22,TAMILNADU,PUDUKKOTTAI,0,377.7,0.02,15.07046915
2020/01/21,TAMILNADU,THENI,0,439.11,0,28.49076203
2020/01/21,TAMILNADU,COIMBATORE,0,410.06,0,16.44009457
2020/01/21,TAMILNADU,KARUR,0,239.49,0,15.43726918
2020/01/21,TAMILNADU,VIRUDUNAGAR,0.01,515.97,0.12,22.2605775
2020/01/21,TAMILNADU,NAGAPPATTINAM,0,308.78,0,23.16585279
2020/01/21,TAMILNADU,NAMAKKAL,0,283.6,0,15.58900553
2020/01/21,TAMILNADU,CUDDALORE,0.01,484.24,0.19,24.5343482
2020/01/21,TAMILNADU,TIRUPPUR,0,386.12,0,13.84059132
2020/01/21,TAMILNADU,THE NILGIRIS,0,391.1,0,28.69693142
2020/01/21,TAMILNADU,THANJAVUR,0,419.61,0.01,23.03537335
2020/01/21,TAMILNADU,THOOTHUKKUDI,0,529.66,0.03,20.98859526
2020/01/21,TAMILNADU,DHARMAPURI,0,418.47,0,17.44081841
2020/01/21,TAMILNADU,ERODE,0,491.2,0,15.98054993
2020/01/21,TAMILNADU,KANNIYAKUMARI,0,204.22,0,22.06986852
2020/01/21,TAMILNADU,DINDIGUL,0,610.72,0,18.70092401
2020/01/21,TAMILNADU,VILUPPURAM,0,835.91,0,21.881033
2020/01/21,TAMILNADU,TIRUVANNAMALAI,0,714.08,0,21.78574886
2020/01/21,TAMILNADU,RAMANATHAPURAM,0.01,501.66,0.13,22.80860993
2020/01/21,TAMILNADU,SIVAGANGA,0,433.64,0,18.87893696
2020/01/21,TAMILNADU,ARIYALUR,0,221.59,0,21.23348959
2020/01/21,TAMILNADU,KANCHEEPURAM,0.05,584.17,0.56,23.88302776
2020/01/21,TAMILNADU,VELLORE,0,595.6,0,18.56464381
2020/01/21,TAMILNADU,KRISHNAGIRI,0,410.62,0,15.07367619
2020/01/21,TAMILNADU,TIRUCHIRAPPALLI,0,445.55,0,18.43560852
2020/01/21,TAMILNADU,PERAMBALUR,0,252.45,0,26.94333432
2020/01/21,TAMILNADU,THIRUVARUR,0.01,341.12,0.18,27.96590694
2020/01/21,TAMILNADU,TIRUNELVELI,0,629.7,0,16.98459941
2020/01/21,TAMILNADU,CHENNAI,0.02,12.4,0.33,18.28864869
2020/01/21,TAMILNADU,THIRUVALLUR,0.01,382.06,0.11,22.25263444
2020/01/21,TAMILNADU,SALEM,0,490.97,0,17.66288527
2020/01/21,TAMILNADU,MADURAI,0,451.22,0,22.60834394
2020/01/21,TAMILNADU,PUDUKKOTTAI,0,384.05,0.02,15.32418806
2020/01/20,TAMILNADU,THENI,0,445.08,0,28.87768856
2020/01/20,TAMILNADU,COIMBATORE,0,414.03,0,16.59905388
2020/01/20,TAMILNADU,KARUR,0,241.13,0,15.54250905
2020/01/20,TAMILNADU,VIRUDUNAGAR,0.01,518.98,0.12,22.39061799
2020/01/20,TAMILNADU,NAGAPPATTINAM,0,308.55,0,23.14906592
